,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064
73,3365.51,3394.20,3300.11,3201.85,3337.30,3203.20,3138.38,3140.09,3098.53,3104.21,3091.78,2918.85,3083.54,2877.63,2937.46,2889.21,2888.20,2804.34,2757.30,2556.10,2563.07,2473.73,2414.21,2300.61,2142.03,2107.24,2083.71,2061.74,1927.95,1889.34,1774.24,1846.08,1849.41,1771.45,1753.88,1654.79,1618.11,1584.01,1552.58,1523.33,1496.04,1470.57,1446.98,1425.31,1404.81,1385.28,1366.72,1348.75,1331.05,1313.29,1295.68,1278.38,1261.44,1244.93,1229.04,1213.66,1198.56,1183.72,1169.15,1155.20,1141.53,1127.59,1113.73,1100.23,1086.72,1073.12,1059.92,1047.25,1034.49,1021.67,1009.42,997.40,985.60,974.20,962.73,951.09,939.70,928.50,917.43,906.61,895.77,884.97,874.68,864.77
74,3760.54,3702.15,3665.26,3556.48,3608.34,3633.26,3482.50,3479.54,3428.21,3312.67,3336.14,3316.79,3254.46,3204.90,3212.03,3143.58,3072.54,3087.92,3064.98,2951.42,2772.85,2752.11,2724.06,2585.54,2482.65,2438.11,2315.69,2298.89,2152.76,2078.98,2046.36,2054.15,2044.68,1982.89,1950.71,1841.37,1800.59,1761.56,1725.25,1691.88,1660.71,1631.70,1604.75,1579.68,1556.28,1534.05,1513.11,1493.20,1473.92,1454.70,1435.34,1416.44,1398.01,1379.80,1362.04,1344.83,1328.21,1312.06,1295.94,1280.09,1264.85,1249.76,1234.68,1219.57,1204.66,1189.93,1175.09,1160.63,1146.62,1132.68,1118.77,1105.31,1092.19,1079.20,1066.62,1054.15,1041.53,1028.95,1016.69,1004.70,992.77,980.93,969.24,957.93
75,4196.76,4173.00,4060.02,3927.20,4117.88,3954.83,3812.68,3775.03,3812.36,3659.87,3600.99,3667.90,3599.92,3369.49,3595.58,3488.25,3463.45,3298.03,3341.51,3230.29,3130.59,3149.77,3079.60,2899.80,2800.67,2691.40,2565.97,2533.76,2383.42,2315.97,2253.53,2273.28,2268.72,2227.21,2172.92,2051.92,2007.39,1963.77,1922.25,1883.69,1848.06,1815.07,1784.09,1755.20,1728.32,1703.21,1679.57,1656.97,1635.33,1614.31,1593.53,1572.78,1552.42,1532.59,1512.94,1493.62,1475.04,1457.25,1439.75,1422.08,1404.68,1387.88,1371.57,1354.97,1338.22,1321.96,1305.84,1289.60,1273.65,1258.44,1243.21,1227.81,1213.10,1198.65,1184.41,1170.74,1157.02,1142.98,1129.19,1115.81,1102.64,1089.71,1076.67,1063.77
76,4557.40,4615.55,4512.77,4313.79,4508.40,4282.22,4196.52,4230.47,4232.14,3993.54,4029.29,3981.33,4080.19,3782.64,3754.84,3897.97,3816.09,3758.09,3731.80,3594.07,3478.19,3483.53,3421.71,3238.19,3157.63,2969.15,2939.94,2891.94,2668.41,2647.25,2523.53,2548.51,2520.41,2471.92,2428.55,2291.90,2242.99,2195.37,2148.87,2104.64,2063.25,2025.30,1989.83,1956.74,1925.96,1897.16,1870.21,1844.46,1819.83,1796.34,1773.80,1751.48,1729.06,1707.09,1685.46,1663.99,1643.25,1623.28,1603.87,1584.47,1565.08,1546.04,1527.62,1509.55,1491.16,1472.97,1455.21,1437.33,1419.38,1401.96,1385.15,1368.31,1351.59,1335.42,1319.54,1303.92,1288.74,1273.56,1258.11,1243.01,1228.44,1213.93,1199.41,1185.14
77,5107.82,5077.69,4867.07,4808.62,4888.40,4783.92,4628.67,4541.96,4631.96,4499.83,4516.12,4369.33,4528.30,4252.26,4196.52,4108.28,4270.03,4119.59,4073.14,3983.34,3864.30,3818.32,3843.21,3582.09,3509.28,3370.75,3284.47,3212.72,2982.76,2953.95,2879.74,2860.39,2845.68,2768.63,2725.96,2569.22,2512.96,2460.59,2409.48,2359.84,2312.57,2268.29,2227.51,2189.53,2153.93,2120.86,2089.78,2060.47,2032.66,2006.04,1980.58,1956.01,1931.72,1907.40,1883.49,1860.05,1837.05,1814.51,1792.51,1770.96,1749.58,1728.36,1707.30,1686.84,1666.87,1646.81,1626.75,1606.88,1587.19,1567.57,1548.27,1529.77,1511.36,1492.78,1474.91,1457.37,1440.01,1423.24,1406.50,1389.62,1373.10,1356.82,1340.65,1324.84
78,5650.39,5641.91,5495.91,5331.95,5351.01,5280.21,5148.09,5011.59,5104.29,4939.46,5021.23,4765.17,4939.05,4692.93,4744.94,4725.27,4464.68,4635.57,4624.06,4360.97,4208.81,4300.31,4226.51,4060.13,3993.80,3791.58,3635.90,3634.52,3397.04,3367.79,3221.93,3215.66,3158.10,3010.22,3072.73,2892.14,2825.01,2764.74,2708.57,2653.92,2600.85,2549.88,2502.29,2458.60,2417.62,2379.44,2343.78,2310.06,2278.54,2248.27,2219.14,2191.33,2164.44,2137.90,2111.31,2085.32,2059.89,2034.70,2009.83,1985.58,1961.78,1938.22,1914.72,1891.33,1868.77,1846.74,1824.46,1802.18,1780.38,1758.75,1736.88,1715.56,1695.11,1674.68,1654.22,1634.37,1614.81,1595.68,1577.21,1558.77,1540.04,1521.48,1503.48,1485.74
79,6231.00,6312.99,6098.24,5887.55,5992.22,6005.44,5722.20,5641.35,5733.10,5526.65,5481.96,5347.62,5516.55,5135.11,5326.07,5298.73,5072.36,4745.59,5069.73,4814.13,4718.80,4692.84,4815.51,4379.95,4449.74,4298.16,4184.25,4112.03,3903.36,3791.93,3593.13,3659.99,3601.05,3480.96,3475.57,3267.89,3187.74,3115.85,3051.09,2990.54,2931.84,2874.68,2819.83,2768.91,2721.69,2677.52,2636.47,2597.76,2561.32,2526.87,2493.83,2462.19,2431.81,2402.24,2373.01,2344.01,2315.48,2287.53,2259.75,2232.44,2205.68,2179.28,2153.16,2127.03,2101.09,2076.04,2051.67,2026.92,2002.28,1978.10,1953.94,1929.80,1906.27,1883.53,1860.86,1838.05,1816.01,1794.48,1773.28,1752.70,1732.14,1711.29,1690.68,1670.66
80,7070.20,7104.71,6806.98,6557.80,6797.89,6588.42,6323.50,6191.00,6491.07,6078.58,6176.18,5922.78,6125.18,5839.32,5878.36,5829.51,5793.77,5550.75,5294.44,5502.34,5330.07,5336.92,5300.37,4967.75,4930.47,4755.40,4763.50,4678.81,4402.84,4225.38,4109.18,4181.46,4093.47,3953.29,3941.23,3703.25,3608.86,3522.72,3445.13,3375.25,3310.35,3247.22,3185.47,3126.54,3071.45,3020.54,2973.00,2928.39,2886.55,2846.92,2809.20,2773.06,2738.41,2704.94,2672.53,2640.66,2608.75,2577.40,2546.65,2516.00,2485.59,2455.71,2426.42,2397.42,2368.31,2339.48,2311.80,2284.60,2257.03,2229.63,2202.76,2176.00,2149.12,2122.81,2097.52,2072.26,2047.11,2022.68,1998.55,1974.93,1952.10,1929.35,1906.05,1883.15
81,7905.61,7700.32,7591.88,7175.88,7494.00,7332.73,6910.39,6980.16,7041.45,6747.51,6767.14,6629.97,6757.44,6387.92,6516.63,6522.14,6372.10,6284.06,6193.31,5525.14,6098.45,5917.67,5853.63,5626.43,5563.07,5363.08,5289.01,5291.01,4888.19,4819.65,4586.99,4734.34,4587.16,4416.56,4474.56,4203.55,4093.72,3991.75,3898.65,3815.22,3740.18,3670.06,3601.89,3535.37,3471.66,3412.31,3357.33,3305.92,3257.75,3212.20,3169.01,3127.95,3088.53,3050.29,3013.36,2977.79,2942.65,2907.51,2873.11,2838.92,2804.59,2770.73,2737.55,2705.07,2672.84,2640.42,2608.39,2577.66,2547.36,2516.71,2486.19,2456.06,2426.28,2396.56,2367.26,2339.06,2311.11,2282.98,2255.55,2228.73,2202.48,2177.04,2151.56,2125.78
82,8714.57,8748.47,8502.34,7974.60,8286.50,8146.85,7767.05,7784.84,7861.23,7529.16,7546.86,7249.41,7529.81,7139.74,7182.65,7210.21,7230.25,7049.22,7130.31,6612.86,6155.37,6787.14,6695.92,6273.09,6150.24,5902.57,5918.70,5859.38,5508.96,5471.93,5232.39,5232.20,5282.48,5032.80,5080.88,4774.69,4648.59,4529.45,4419.09,4318.87,4228.79,4147.72,4072.31,3998.75,3926.92,3858.23,3794.08,3734.97,3679.35,3626.82,3577.58,3530.67,3485.77,3442.42,3400.47,3360.01,3320.62,3281.62,3242.96,3204.68,3166.51,3128.56,3090.88,3053.95,3017.78,2981.69,2945.69,2910.22,2875.84,2842.11,2807.89,2773.82,2740.56,2707.43,2674.18,2641.66,2610.32,2579.00,2547.58,2517.16,2487.29,2458.00,2429.66,2401.33
83,9865.38,9440.38,9478.17,8918.72,9191.60,9034.60,8558.52,8636.64,8651.77,8406.38,8222.14,8068.50,8421.23,7884.74,7955.24,8088.04,7908.06,7797.68,7760.52,7633.18,7280.74,6722.36,7578.89,6948.30,6976.49,6644.60,6662.13,6627.75,6282.51,6200.08,5962.09,6055.47,5912.36,5754.09,5770.83,5427.76,5285.48,5148.09,5018.79,4899.47,4791.00,4693.87,4606.62,4525.26,4445.87,4368.28,4294.12,4225.16,4161.13,4100.57,4043.65,3990.07,3938.75,3889.68,3842.34,3796.18,3751.36,3707.79,3664.83,3621.71,3579.01,3536.65,3494.31,3452.39,3411.06,3370.57,3330.62,3290.57,3250.80,3212.42,3174.83,3136.93,3099.05,3061.81,3024.90,2987.89,2951.55,2916.54,2881.72,2846.77,2812.85,2779.56,2746.81,2715.08
84,10888.86,10707.00,10281.13,9973.07,10346.17,9844.26,9614.71,9427.52,9517.73,9024.17,9225.50,8956.24,9230.94,8732.30,9009.35,8901.19,8630.97,8694.92,8670.01,8473.32,8433.95,8031.48,7585.72,7928.27,7760.43,7517.91,7498.70,7400.10,6981.81,6995.61,6633.55,6912.83,6838.49,6562.57,6554.70,6173.25,6015.74,5859.92,5710.09,5569.40,5440.11,5322.83,5217.93,5124.26,5036.47,4950.38,4866.64,4786.80,4712.14,4642.66,4577.15,4515.43,4456.83,4400.56,4346.76,4294.57,4243.74,4194.54,4146.37,4098.29,4050.14,4002.40,3955.16,3907.99,3861.12,3815.26,3770.20,3725.44,3680.67,3636.37,3593.55,3551.62,3509.19,3467.03,3425.60,3384.31,3342.87,3302.36,3263.50,3224.63,3185.72,3147.76,3110.38,3073.93
85,11488.91,11983.36,11473.51,10909.40,11433.20,10935.21,10344.44,10551.05,10469.85,10120.30,10218.45,9878.93,10214.34,9675.12,9856.07,9757.46,9777.87,9373.31,9792.36,9432.69,9292.50,9371.07,9258.20,7961.65,8777.45,8417.17,8429.35,8273.06,7794.84,7816.45,7458.27,7703.39,7826.76,7276.26,7441.42,7018.54,6847.53,6674.01,6503.11,6339.66,6186.83,6046.37,5919.62,5806.93,5705.57,5610.33,5517.76,5427.72,5341.22,5260.26,5185.08,5114.17,5046.94,4982.81,4921.35,4862.34,4805.07,4749.17,4694.38,4640.49,4586.79,4532.87,4479.70,4427.07,4374.32,4322.26,4271.00,4220.55,4170.74,4120.91,4071.48,4023.55,3976.54,3929.26,3882.23,3835.84,3789.72,3743.68,3698.64,3655.16,3611.74,3568.09,3525.73,3484.22
86,13241.06,13021.91,12746.18,12076.81,12627.96,12194.30,11621.91,11610.17,11664.19,11282.05,11346.16,11007.84,11294.02,10667.67,10952.97,11042.25,10852.94,10686.14,10710.05,10296.03,10184.52,10349.83,10611.62,9578.72,8676.24,9513.19,9421.42,9242.43,8810.62,8726.08,8453.72,8792.74,8548.32,8335.54,8439.83,7973.74,7789.84,7600.68,7409.80,7222.76,7044.50,6878.00,6725.92,6589.03,6467.06,6357.63,6255.17,6155.21,6057.56,5964.14,5876.58,5795.27,5718.44,5645.23,5575.35,5508.18,5443.23,5379.78,5317.62,5256.57,5196.31,5136.32,5076.32,5016.97,4958.00,4899.12,4840.89,4783.81,4727.75,4672.05,4616.46,4561.25,4507.60,4455.10,4402.37,4349.71,4297.89,4246.65,4195.24,4144.87,4096.29,4047.78,3999.09,3951.51
87,14433.25,13908.68,13980.33,13336.61,13944.81,13358.89,12793.08,12806.39,12829.11,12235.76,12446.90,12111.28,12799.15,11763.46,11978.72,12035.67,11897.09,11735.73,11894.13,11409.33,11381.17,11471.41,11887.95,11085.27,10623.91,9376.31,10615.52,10538.60,9886.25,9708.72,9385.85,9646.80,9846.26,9422.55,9554.59,9044.74,8850.73,8647.10,8438.76,8228.71,8023.68,7829.00,7648.04,7483.33,7335.55,7204.29,7086.32,6975.21,6867.00,6761.86,6660.90,6566.41,6478.42,6394.93,6315.39,6239.10,6165.17,6093.55,6023.54,5954.23,5885.88,5818.87,5751.99,5684.87,5618.57,5552.78,5487.05,5422.20,5358.48,5295.87,5233.70,5171.44,5109.76,5050.11,4991.64,4932.54,4873.76,4816.20,4758.87,4701.42,4645.32,4591.04,4536.69,4482.24
88,15731.97,15804.27,15194.68,14492.15,15118.74,14718.43,13613.49,14035.58,14207.15,13251.07,13477.25,12986.97,13774.30,13156.59,13296.94,13205.32,13246.22,13134.05,13077.67,12699.42,12506.44,12802.98,12940.99,12393.45,12265.03,11445.05,10253.45,12262.83,11143.83,10906.29,10615.07,10907.88,10808.91,10385.94,10790.34,10234.86,10035.24,9820.55,9595.78,9365.62,9134.70,8910.47,8698.08,8501.49,8323.07,8163.62,8022.15,7894.84,7775.35,7658.77,7545.20,7436.79,7334.63,7238.94,7148.52,7061.82,6978.50,6897.53,6818.53,6740.66,6663.29,6587.26,6512.37,6437.55,6362.81,6289.05,6215.63,6142.40,6070.13,5999.17,5929.09,5859.54,5790.33,5721.91,5655.35,5589.76,5523.97,5458.59,5394.02,5329.92,5266.16,5203.55,5142.66,5082.20
89,17520.12,17344.44,16889.85,15602.11,16365.86,16257.88,15521.92,15262.55,15770.26,14878.52,14710.45,14415.58,15359.46,14144.30,14605.12,14632.94,14696.23,14441.94,14691.30,13882.53,13969.80,14155.63,14407.31,13442.22,13895.76,12999.80,12702.45,11499.11,12717.51,12392.17,11809.42,12406.58,12310.06,11795.98,12151.80,11550.84,11347.95,11126.96,10889.22,10640.50,10387.17,10133.86,9888.39,9657.00,9443.96,9251.30,9079.24,8927.50,8790.53,8661.40,8535.97,8414.08,8297.24,8186.61,8083.38,7985.47,7891.02,7799.58,7710.59,7623.36,7536.46,7450.34,7365.27,7281.41,7198.49,7115.39,7032.73,6951.12,6869.99,6789.39,6710.03,6632.13,6555.11,6478.15,6401.66,6327.30,6254.35,6180.96,6107.92,6035.97,5964.82,5893.85,5823.96,5756.11
90,17304.70,18206.41,18159.67,17517.75,18204.64,17711.00,16594.37,16735.28,16742.26,16292.88,16693.12,15980.00,16672.36,15620.79,16202.51,16040.05,15891.80,15793.77,16087.88,15328.54,15069.49,15616.79,15862.96,14932.62,14913.82,14407.34,14589.86,13656.54,12332.38,14544.32,13506.81,13843.90,13677.54,13324.72,13635.83,12987.80,12786.35,12561.65,12317.08,12054.58,11781.03,11502.21,11224.30,10956.61,10706.01,10475.46,10267.28,10082.88,9919.60,9772.71,9634.52,9499.49,9368.45,9242.58,9124.01,9012.87,8906.06,8803.02,8703.23,8604.75,8507.21,8410.96,8314.95,8220.19,8127.53,8034.93,7942.28,7850.88,7760.32,7669.89,7580.39,7492.35,7405.86,7320.06,7234.21,7149.47,7066.77,6985.45,6904.06,6822.94,6743.12,6664.00,6585.14,6507.41
91,19131.28,19139.70,19104.84,18941.96,19282.46,18620.26,17449.83,18155.46,18554.50,17685.63,18394.67,17182.57,17923.20,16989.67,17582.67,17617.17,17643.62,17175.32,17838.59,17165.36,16807.60,17086.69,17122.07,16521.99,16688.15,16359.38,15879.42,16581.75,14481.49,13684.95,15436.47,15592.41,15410.17,14394.87,15246.34,14545.25,14348.16,14125.47,13878.08,13608.48,13320.07,13019.65,12713.71,12410.32,12119.66,11847.52,11598.00,11374.39,11176.65,11002.22,10845.39,10697.16,10552.26,10411.66,10277.19,10150.10,10029.67,9913.56,9801.20,9690.80,9581.27,9473.66,9366.59,9260.35,9155.74,9052.20,8949.61,8847.01,8745.48,8645.21,8544.95,8445.84,8348.34,8252.09,8156.92,8062.25,7968.15,7876.49,7786.33,7695.79,7605.84,7517.29,7429.52,7342.19
92,21156.92,20919.18,20661.53,19999.14,21851.41,20062.03,19658.63,20149.45,20297.82,19324.20,19782.13,18990.31,19932.84,18431.27,19275.43,19097.14,19408.25,19096.41,19605.13,18818.99,18267.96,19121.71,19007.95,18339.98,18135.88,17806.02,18153.37,18494.16,17335.32,16034.18,14725.08,18261.54,17395.87,16113.27,16994.14,16234.92,16040.35,15823.19,15579.08,15307.42,15011.21,14694.84,14365.26,14030.70,13700.72,13384.52,13089.82,12821.55,12581.72,12369.93,12183.60,12015.83,11857.18,11702.78,11552.88,11408.81,11271.64,11141.00,11015.09,10891.72,10769.64,10648.76,10529.34,10411.06,10293.54,10177.47,10063.14,9949.21,9835.91,9723.91,9612.43,9502.02,9392.63,9284.62,9178.44,9073.06,8968.17,8864.34,8762.84,8662.74,8562.42,8463.03,8365.05,8268.09
93,21828.64,22776.91,22447.64,22077.52,23303.56,22793.68,20928.97,21586.03,22184.69,21186.93,21543.75,20284.22,21926.20,20435.66,20945.94,20887.45,21112.23,21012.83,21403.29,20458.40,20634.45,21014.45,21531.76,19684.27,20441.57,19688.80,19879.24,20432.79,18742.37,18862.99,16921.61,17007.34,20245.38,17962.48,18871.09,18048.57,17857.08,17643.71,17405.67,17138.41,16840.41,16516.48,16170.82,15810.19,15445.53,15086.42,14744.34,14427.13,14139.07,13882.17,13656.28,13457.86,13279.09,13110.50,12945.97,12785.70,12631.28,12483.67,12342.64,12204.58,12068.19,11933.84,11800.65,11669.18,11538.40,11408.70,11281.20,11155.04,11029.61,10904.87,10781.20,10658.81,10537.10,10416.41,10297.36,10179.76,10063.69,9948.16,9833.62,9721.61,9610.90,9500.47,9391.01,9282.82
94,23491.45,24779.93,24643.45,23774.22,23967.32,24061.69,23186.94,22609.17,24102.97,22653.13,23427.27,21727.71,23368.13,22105.04,23583.75,22963.33,23135.30,22855.59,23216.73,22158.70,21905.97,22533.82,23090.51,22371.02,21900.19,21285.85,21484.24,22293.45,20842.15,20869.51,19903.10,19619.01,19114.71,20887.93,20857.10,19963.12,19773.92,19564.47,19332.51,19072.38,18780.55,18456.76,18103.47,17725.56,17332.97,16937.29,16549.52,16181.41,15840.09,15531.79,15259.17,15019.12,14808.58,14619.54,14440.32,14265.33,14094.95,13930.03,13771.51,13617.42,13465.15,13315.95,13168.80,13023.04,12878.44,12734.33,12592.71,12453.08,12314.45,12177.10,12040.16,11904.65,11770.44,11636.28,11503.60,11372.78,11243.77,11116.48,10989.66,10863.97,10740.79,10619.08,10497.82,10377.36
95,25637.62,25344.31,25528.12,25302.45,26110.22,25790.98,23639.79,24788.27,25207.85,25022.15,25144.08,24682.95,25120.12,23482.18,24747.61,24521.89,24594.84,24432.99,24701.73,24803.62,24225.49,24187.01,25327.52,23617.81,24106.35,23189.21,23587.28,23976.90,22935.91,22439.81,22478.04,22557.39,22083.33,20028.81,22922.41,21957.73,21763.53,21558.12,21332.91,21080.34,20799.41,20483.57,20129.89,19746.21,19337.07,18911.54,18484.15,18067.38,17672.07,17308.24,16980.88,16691.05,16438.08,16216.80,16017.34,15828.43,15643.10,15461.43,15284.84,15113.17,14945.09,14779.57,14617.28,14457.00,14297.47,14139.20,13982.79,13828.23,13675.55,13524.49,13374.36,13225.08,13077.11,12929.84,12783.72,12639.16,12496.38,12356.01,12216.70,12078.08,11940.66,11805.71,11672.93,11540.48
96,26941.61,27805.67,27418.11,27317.65,28177.58,27338.30,26337.07,26637.85,27073.86,26765.46,27243.66,25655.65,27849.59,25970.37,27167.53,26833.63,26330.48,26245.11,27318.43,26550.45,25944.15,26432.51,27053.96,25842.26,25722.94,25182.25,25952.93,26127.27,24178.98,24782.21,23784.81,25603.46,25904.71,22978.32,25031.13,23998.32,23805.12,23595.55,23374.24,23132.18,22861.76,22558.06,22213.22,21833.20,21421.12,20979.47,20522.07,20063.39,19616.45,19194.91,18808.40,18462.90,18158.59,17891.92,17659.96,17451.55,17252.21,17055.68,16862.00,16672.23,16487.10,16305.68,16126.83,15950.55,15776.15,15603.35,15432.54,15263.16,15095.52,14929.81,14765.93,14602.90,14440.34,14279.67,14120.48,13961.95,13805.30,13650.69,13497.59,13346.25,13195.84,13046.72,12900.47,12756.31
97,28999.08,29511.75,30131.11,26941.25,28826.71,29190.64,26859.68,29005.98,28392.83,27899.58,28014.26,28387.01,29151.10,28259.04,28351.69,27636.38,28586.72,28298.89,28967.95,28245.09,27936.48,27734.35,29651.35,27852.77,27785.39,27232.28,26967.81,27958.97,25842.00,26439.63,26086.42,26830.46,27068.91,25983.06,27174.04,26063.86,25876.64,25668.72,25445.97,25210.35,24950.47,24660.46,24332.25,23963.06,23555.56,23115.33,22642.43,22152.38,21662.65,21185.65,20739.32,20332.23,19967.77,19646.90,19369.04,19127.65,18909.38,18700.58,18492.79,18286.65,18083.69,17883.57,17687.48,17495.23,17305.35,17117.35,16931.43,16747.56,16565.37,16384.31,16205.10,16028.38,15852.33,15677.52,15504.62,15332.89,15161.93,14992.74,14825.79,14660.85,14497.88,14335.67,14174.45,14016.51
98,29670.59,31033.43,30121.62,30046.54,30347.42,29191.30,28760.00,29352.62,30059.72,28720.68,29610.03,28440.99,30961.53,29514.84,29616.53,30065.49,29710.60,29760.36,31315.75,29570.89,30405.43,30160.93,31163.63,29031.61,30215.50,29034.44,29631.11,31709.72,28347.52,28048.97,27845.69,29193.56,29266.75,27983.59,29360.40,28174.00,27977.63,27777.27,27558.06,27320.58,27070.91,26795.75,26483.84,26133.99,25741.60,25310.28,24838.11,24331.82,23811.39,23289.43,22785.43,22314.04,21882.00,21500.31,21166.28,20876.69,20626.56,20398.99,20179.27,19959.26,19739.06,19520.30,19306.24,19097.98,18891.65,18687.12,18485.44,18286.53,18088.95,17892.50,17698.41,17507.12,17317.25,17128.70,16941.62,16755.86,16571.43,16388.21,16207.14,16027.61,15850.51,15675.51,15500.82,15328.11
99,30944.31,30429.16,30334.13,32132.54,32319.49,31005.04,29163.06,31867.94,32564.77,32981.07,32268.91,30673.33,32884.13,29987.52,32342.15,32025.41,31900.64,32131.82,32132.53,31035.09,31428.17,32598.05,32504.06,31232.06,32065.64,29900.37,31475.36,32767.79,30058.58,29992.41,29976.13,31597.37,31549.63,30695.36,31592.06,30336.96,30144.26,29944.51,29730.46,29492.89,29240.95,28974.38,28682.25,28357.95,27987.43,27567.99,27106.42,26600.74,26063.81,25512.12,24960.35,24425.70,23926.61,23479.77,23081.85,22732.89,22432.51,22171.60,21933.76,21700.98,21465.97,21230.11,20997.45,20770.56,20547.88,20327.04,20108.42,19893.89,19680.65,19469.91,19261.34,19053.12,18847.42,18644.79,18444.27,18243.89,18044.89,17848.00,17651.98,17457.65,17266.37,17077.08,16888.86,16702.57
100,33951.22,35382.09,34498.92,32508.24,35833.40,33745.68,33056.46,34693.07,35932.72,31993.78,34967.40,31962.03,35794.37,32616.27,34168.70,33600.31,34978.43,36155.34,35092.91,33118.65,34524.59,34371.19,35512.90,32837.69,33209.86,32926.72,33978.49,34792.00,31825.98,33240.38,31403.22,33444.85,33380.51,30748.85,33908.10,32577.71,32401.37,32209.89,31985.87,31749.77,31493.35,31225.91,30949.20,30641.27,30294.59,29895.97,29449.78,28959.80,28430.06,27864.45,27277.92,26693.27,26130.60,25612.36,25144.06,24726.36,24363.85,24053.39,23781.68,23528.88,23280.14,23029.36,22779.61,22533.83,22291.75,22053.38,21817.84,21587.37,21359.03,21131.92,20907.41,20683.71,20462.26,20243.98,20028.07,19813.23,19599.27,19387.88,19177.26,18968.22,18761.78,18556.49,18354.06,18154.02
